overall_rank,feature,ftype,importance_mean,importance_std,importance_min,importance_max,rank_mean,rank_best,n_folds,n_protein_coding_genes,cancer_genes,top_cancer_genes
201,chr10:20000001-25000000,window,8.743427022553536e-18,4.0932263715089e-18,4.12731163819845e-18,1.5039019577180876e-17,201.6,201,5,20.0,,
202,chr10:30000001-35000000,window,3.2842004781338773e-18,1.4237001009472041e-18,1.1321709616665124e-18,4.811497098854239e-18,203.0,201,5,13.0,,
203,chr10:50000001-55000000,window,2.9002322463948997e-18,3.912530363528165e-18,7.055357248122147e-19,9.862910111746173e-18,208.0,200,5,12.0,,
204,chr10:25000001-30000000,window,2.8849018958198273e-18,2.286791170917708e-18,1.662679551489229e-18,6.939855996468437e-18,204.0,202,5,21.0,,
205,chr10:35000001-40000000,window,2.2751721029411345e-18,1.0405078985716632e-18,1.62759919574531e-18,4.109507090610332e-18,204.8,204,5,11.0,,
206,chr10:40000001-45000000,window,1.8006552106756616e-18,4.530586333246439e-19,1.271193703456492e-18,2.2747971638540413e-18,205.6,203,5,15.0,,
207,chr10:55000001-60000000,window,1.557378550527656e-18,5.366880584396271e-19,8.638572537365484e-19,2.2408976006705948e-18,207.2,202,5,12.0,,
208,chr10:65000001-70000000,window,1.4706648697173165e-18,6.35679200260831e-19,6.029822579462697e-19,2.368677607045327e-18,208.4,204,5,29.0,CTNNA3,CTNNA3
209,chr10:45000001-50000000,window,1.334674064068931e-18,2.680279766097645e-19,9.083428040159285e-19,1.6144041785261289e-18,208.0,207,5,45.0,,
210,chr10:60000001-65000000,window,1.2504608403037733e-18,9.493854689834426e-19,6.458931019468736e-19,2.929348352380225e-18,211.0,206,5,14.0,,
211,chr10:75000001-80000000,window,1.109437200357565e-18,1.7781078815330916e-19,8.964836830468692e-19,1.3100627098693476e-18,210.6,208,5,23.0,,
212,chr10:85000001-90000000,window,9.725802118004038e-19,5.19595212274691e-19,3.7120350153235954e-19,1.6458513426015594e-18,211.6,206,5,40.0,PTEN,PTEN
213,chr10:80000001-85000000,window,7.901121253536115e-19,4.2227641897800644e-19,3.0744663407552266e-19,1.4326937465830225e-18,212.2,207,5,17.0,,
214,chr10:70000001-75000000,window,7.859498674659807e-19,3.0997309968200865e-19,4.859370351327907e-19,1.2891719734426013e-18,212.4,210,5,57.0,,
215,chr10:90000001-95000000,window,6.030727594824061e-19,3.536552311934307e-19,2.2002577903557e-19,9.935139789953464e-19,214.6,213,5,33.0,,
216,chr10:95000001-100000000,window,5.472803268707527e-19,5.571871220163239e-19,1.1796839828284893e-19,1.3868136152716686e-18,215.2,209,5,57.0,,
217,chr10:105000001-110000000,window,4.1753747528515904e-19,3.3840800527532474e-19,6.451192941756626e-20,8.029544840252598e-19,216.4,215,5,4.0,,
218,chr10:100000001-105000000,window,3.5534701062829666e-19,2.8249202115163664e-19,8.192042415403161e-20,7.999005014157783e-19,216.8,214,5,79.0,,
219,chr10:110000001-115000000,window,1.4213973763200362e-19,1.1396108272301088e-19,7.033560595978068e-20,3.4309256079407823e-19,218.4,217,5,30.0,,
220,chr5:35000001-40000000,window,0.0,0.0,0.0,0.0,220.0,220,5,24.0,,
221,chr5:20000001-25000000,window,0.0,0.0,0.0,0.0,220.0,220,5,5.0,,
222,chr5:30000001-35000000,window,0.0,0.0,0.0,0.0,220.0,220,5,24.0,,
223,chr5:25000001-30000000,window,0.0,0.0,0.0,0.0,220.0,220,5,1.0,,
224,chr5:180000001-181538259,window,0.0,0.0,0.0,0.0,220.0,220,5,20.0,,
225,chr5:175000001-180000000,window,0.0,0.0,0.0,0.0,220.0,220,5,76.0,,
226,chr5:45000001-50000000,window,0.0,0.0,0.0,0.0,220.0,220,5,1.0,,
227,chr5:170000001-175000000,window,0.0,0.0,0.0,0.0,220.0,220,5,31.0,,
228,chr5:165000001-170000000,window,0.0,0.0,0.0,0.0,220.0,220,5,9.0,,
229,chr5:160000001-165000000,window,0.0,0.0,0.0,0.0,220.0,220,5,17.0,,
230,chr5:155000001-160000000,window,0.0,0.0,0.0,0.0,220.0,220,5,24.0,,
231,chr5:15000001-20000000,window,0.0,0.0,0.0,0.0,220.0,220,5,23.0,,
232,chr5:150000001-155000000,window,0.0,0.0,0.0,0.0,220.0,220,5,44.0,,
233,chr5:145000001-150000000,window,0.0,0.0,0.0,0.0,220.0,220,5,39.0,,
234,chr5:140000001-145000000,window,0.0,0.0,0.0,0.0,220.0,220,5,97.0,,
235,chr5:40000001-45000000,window,0.0,0.0,0.0,0.0,220.0,220,5,26.0,,
236,chr5:60000001-65000000,window,0.0,0.0,0.0,0.0,220.0,220,5,18.0,,
237,chr5:50000001-55000000,window,0.0,0.0,0.0,0.0,220.0,220,5,13.0,,
238,chr11:135000001-135086622,window,0.0,0.0,0.0,0.0,220.0,220,5,0.0,,
239,chr6:155000001-160000000,window,0.0,0.0,0.0,0.0,220.0,220,5,27.0,,
240,chr11:130000001-135000000,window,0.0,0.0,0.0,0.0,220.0,220,5,19.0,,
241,chr6:150000001-155000000,window,0.0,0.0,0.0,0.0,220.0,220,5,24.0,SYNE1,SYNE1
242,chr6:145000001-150000000,window,0.0,0.0,0.0,0.0,220.0,220,5,25.0,,
243,chr6:140000001-145000000,window,0.0,0.0,0.0,0.0,220.0,220,5,18.0,,
244,chr6:135000001-140000000,window,0.0,0.0,0.0,0.0,220.0,220,5,28.0,,
245,chr6:130000001-135000000,window,0.0,0.0,0.0,0.0,220.0,220,5,33.0,,
246,chr6:125000001-130000000,window,0.0,0.0,0.0,0.0,220.0,220,5,20.0,,
247,chr6:120000001-125000000,window,0.0,0.0,0.0,0.0,220.0,220,5,11.0,,
248,chr6:115000001-120000000,window,0.0,0.0,0.0,0.0,220.0,220,5,31.0,,
249,chr6:110000001-115000000,window,0.0,0.0,0.0,0.0,220.0,220,5,23.0,,
250,chr6:105000001-110000000,window,0.0,0.0,0.0,0.0,220.0,220,5,32.0,,
251,chr6:100000001-105000000,window,0.0,0.0,0.0,0.0,220.0,220,5,5.0,,
252,chr5:5000001-10000000,window,0.0,0.0,0.0,0.0,220.0,220,5,13.0,,
253,chr11:15000001-20000000,window,0.0,0.0,0.0,0.0,220.0,220,5,42.0,,
254,chr11:20000001-25000000,window,0.0,0.0,0.0,0.0,220.0,220,5,13.0,,
255,chr11:25000001-30000000,window,0.0,0.0,0.0,0.0,220.0,220,5,12.0,,
256,chr5:95000001-100000000,window,0.0,0.0,0.0,0.0,220.0,220,5,20.0,,
257,chr5:90000001-95000000,window,0.0,0.0,0.0,0.0,220.0,220,5,12.0,,
258,chr5:85000001-90000000,window,0.0,0.0,0.0,0.0,220.0,220,5,5.0,,
259,chr5:80000001-85000000,window,0.0,0.0,0.0,0.0,220.0,220,5,20.0,,
260,chr5:75000001-80000000,window,0.0,0.0,0.0,0.0,220.0,220,5,35.0,,
261,chr5:70000001-75000000,window,0.0,0.0,0.0,0.0,220.0,220,5,29.0,,
262,chr5:65000001-70000000,window,0.0,0.0,0.0,0.0,220.0,220,5,28.0,,
263,chr5:130000001-135000000,window,0.0,0.0,0.0,0.0,220.0,220,5,54.0,,
264,chr5:55000001-60000000,window,0.0,0.0,0.0,0.0,220.0,220,5,24.0,,
265,chr5:135000001-140000000,window,0.0,0.0,0.0,0.0,220.0,220,5,52.0,,
266,chr17:5000001-10000000,window,0.0,0.0,0.0,0.0,220.0,220,5,138.0,TP53,TP53
267,chr5:125000001-130000000,window,0.0,0.0,0.0,0.0,220.0,220,5,18.0,,
268,chr4:140000001-145000000,window,0.0,0.0,0.0,0.0,220.0,220,5,21.0,,
269,chr4:185000001-190000000,window,0.0,0.0,0.0,0.0,220.0,220,5,24.0,,
270,chr4:180000001-185000000,window,0.0,0.0,0.0,0.0,220.0,220,5,16.0,,
271,chr4:175000001-180000000,window,0.0,0.0,0.0,0.0,220.0,220,5,8.0,,
272,chr4:170000001-175000000,window,0.0,0.0,0.0,0.0,220.0,220,5,13.0,,
273,chr4:165000001-170000000,window,0.0,0.0,0.0,0.0,220.0,220,5,19.0,,
274,chr4:160000001-165000000,window,0.0,0.0,0.0,0.0,220.0,220,5,10.0,,
275,chr4:155000001-160000000,window,0.0,0.0,0.0,0.0,220.0,220,5,19.0,,
276,chr4:15000001-20000000,window,0.0,0.0,0.0,0.0,220.0,220,5,20.0,,
277,chr4:150000001-155000000,window,0.0,0.0,0.0,0.0,220.0,220,5,27.0,FBXW7,FBXW7
278,chr4:145000001-150000000,window,0.0,0.0,0.0,0.0,220.0,220,5,19.0,,
279,chr4:135000001-140000000,window,0.0,0.0,0.0,0.0,220.0,220,5,11.0,,
280,chr4:20000001-25000000,window,0.0,0.0,0.0,0.0,220.0,220,5,10.0,,
281,chr4:130000001-135000000,window,0.0,0.0,0.0,0.0,220.0,220,5,2.0,,
282,chr4:125000001-130000000,window,0.0,0.0,0.0,0.0,220.0,220,5,12.0,,
283,chr4:120000001-125000000,window,0.0,0.0,0.0,0.0,220.0,220,5,21.0,,
284,chr4:115000001-120000000,window,0.0,0.0,0.0,0.0,220.0,220,5,12.0,,
285,chr4:110000001-115000000,window,0.0,0.0,0.0,0.0,220.0,220,5,16.0,,
286,chr4:105000001-110000000,window,0.0,0.0,0.0,0.0,220.0,220,5,29.0,,
287,chr4:10000001-15000000,window,0.0,0.0,0.0,0.0,220.0,220,5,8.0,,
288,chr4:100000001-105000000,window,0.0,0.0,0.0,0.0,220.0,220,5,15.0,,
289,chr4:1-5000000,window,0.0,0.0,0.0,0.0,220.0,220,5,64.0,,
290,chr11:45000001-50000000,window,0.0,0.0,0.0,0.0,220.0,220,5,58.0,,
291,chr11:40000001-45000000,window,0.0,0.0,0.0,0.0,220.0,220,5,13.0,,
292,chr4:25000001-30000000,window,0.0,0.0,0.0,0.0,220.0,220,5,12.0,,
293,chr5:120000001-125000000,window,0.0,0.0,0.0,0.0,220.0,220,5,14.0,,
294,chr4:85000001-90000000,window,0.0,0.0,0.0,0.0,220.0,220,5,33.0,,
295,chr5:115000001-120000000,window,0.0,0.0,0.0,0.0,220.0,220,5,19.0,,
296,chr5:110000001-115000000,window,0.0,0.0,0.0,0.0,220.0,220,5,17.0,APC,APC
297,chr6:160000001-165000000,window,0.0,0.0,0.0,0.0,220.0,220,5,11.0,,
298,chr5:10000001-15000000,window,0.0,0.0,0.0,0.0,220.0,220,5,13.0,,
299,chr5:100000001-105000000,window,0.0,0.0,0.0,0.0,220.0,220,5,10.0,,
300,chr5:1-5000000,window,0.0,0.0,0.0,0.0,220.0,220,5,29.0,,
301,chr11:30000001-35000000,window,0.0,0.0,0.0,0.0,220.0,220,5,34.0,,
302,chr11:35000001-40000000,window,0.0,0.0,0.0,0.0,220.0,220,5,13.0,TRIM44,TRIM44
303,chr4:95000001-100000000,window,0.0,0.0,0.0,0.0,220.0,220,5,23.0,,
304,chr4:90000001-95000000,window,0.0,0.0,0.0,0.0,220.0,220,5,7.0,,
305,chr4:80000001-85000000,window,0.0,0.0,0.0,0.0,220.0,220,5,26.0,,
306,chr4:30000001-35000000,window,0.0,0.0,0.0,0.0,220.0,220,5,1.0,,
307,chr4:75000001-80000000,window,0.0,0.0,0.0,0.0,220.0,220,5,35.0,,
308,chr4:70000001-75000000,window,0.0,0.0,0.0,0.0,220.0,220,5,47.0,,
309,chr4:65000001-70000000,window,0.0,0.0,0.0,0.0,220.0,220,5,27.0,,
310,chr4:60000001-65000000,window,0.0,0.0,0.0,0.0,220.0,220,5,2.0,,
311,chr4:55000001-60000000,window,0.0,0.0,0.0,0.0,220.0,220,5,23.0,,
312,chr4:5000001-10000000,window,0.0,0.0,0.0,0.0,220.0,220,5,56.0,,
313,chr4:50000001-55000000,window,0.0,0.0,0.0,0.0,220.0,220,5,15.0,,
314,chr4:45000001-50000000,window,0.0,0.0,0.0,0.0,220.0,220,5,20.0,,
315,chr4:40000001-45000000,window,0.0,0.0,0.0,0.0,220.0,220,5,21.0,,
316,chr4:35000001-40000000,window,0.0,0.0,0.0,0.0,220.0,220,5,24.0,,
317,chr5:105000001-110000000,window,0.0,0.0,0.0,0.0,220.0,220,5,5.0,,
318,chr11:1-5000000,window,0.0,0.0,0.0,0.0,220.0,220,5,127.0,,
319,chr6:165000001-170000000,window,0.0,0.0,0.0,0.0,220.0,220,5,28.0,,
320,chr8:100000001-105000000,window,0.0,0.0,0.0,0.0,220.0,220,5,30.0,,
321,chr9:10000001-15000000,window,0.0,0.0,0.0,0.0,220.0,220,5,8.0,,
322,chr9:100000001-105000000,window,0.0,0.0,0.0,0.0,220.0,220,5,29.0,,
323,chr9:1-5000000,window,0.0,0.0,0.0,0.0,220.0,220,5,22.0,,
324,chr8:95000001-100000000,window,0.0,0.0,0.0,0.0,220.0,220,5,24.0,,
325,chr8:90000001-95000000,window,0.0,0.0,0.0,0.0,220.0,220,5,27.0,CCNE2,CCNE2
326,chr8:85000001-90000000,window,0.0,0.0,0.0,0.0,220.0,220,5,20.0,,
327,chr8:80000001-85000000,window,0.0,0.0,0.0,0.0,220.0,220,5,17.0,,
328,chr8:75000001-80000000,window,0.0,0.0,0.0,0.0,220.0,220,5,11.0,,
329,chr8:70000001-75000000,window,0.0,0.0,0.0,0.0,220.0,220,5,24.0,,
330,chr8:65000001-70000000,window,0.0,0.0,0.0,0.0,220.0,220,5,26.0,,
331,chr8:60000001-65000000,window,0.0,0.0,0.0,0.0,220.0,220,5,11.0,,
332,chr8:55000001-60000000,window,0.0,0.0,0.0,0.0,220.0,220,5,17.0,,
333,chr8:50000001-55000000,window,0.0,0.0,0.0,0.0,220.0,220,5,15.0,,
334,chr8:45000001-50000000,window,0.0,0.0,0.0,0.0,220.0,220,5,9.0,,
335,chr8:140000001-145000000,window,0.0,0.0,0.0,0.0,220.0,220,5,105.0,,
336,chr8:135000001-140000000,window,0.0,0.0,0.0,0.0,220.0,220,5,5.0,,
337,chr8:130000001-135000000,window,0.0,0.0,0.0,0.0,220.0,220,5,17.0,,
338,chr8:125000001-130000000,window,0.0,0.0,0.0,0.0,220.0,220,5,9.0,MYC,MYC
339,chr8:120000001-125000000,window,0.0,0.0,0.0,0.0,220.0,220,5,28.0,,
340,chr8:115000001-120000000,window,0.0,0.0,0.0,0.0,220.0,220,5,17.0,,
341,chr8:110000001-115000000,window,0.0,0.0,0.0,0.0,220.0,220,5,1.0,,
342,chr9:105000001-110000000,window,0.0,0.0,0.0,0.0,220.0,220,5,18.0,,
343,chr9:110000001-115000000,window,0.0,0.0,0.0,0.0,220.0,220,5,52.0,,
344,chr9:115000001-120000000,window,0.0,0.0,0.0,0.0,220.0,220,5,7.0,,
345,chr10:120000001-125000000,window,0.0,0.0,0.0,0.0,220.0,220,5,36.0,FGFR2,FGFR2
346,chr9:95000001-100000000,window,0.0,0.0,0.0,0.0,220.0,220,5,39.0,,
347,chr9:90000001-95000000,window,0.0,0.0,0.0,0.0,220.0,220,5,32.0,,
348,chr9:85000001-90000000,window,0.0,0.0,0.0,0.0,220.0,220,5,23.0,,
349,chr9:80000001-85000000,window,0.0,0.0,0.0,0.0,220.0,220,5,15.0,,
350,chr9:75000001-80000000,window,0.0,0.0,0.0,0.0,220.0,220,5,14.0,,
351,chr9:70000001-75000000,window,0.0,0.0,0.0,0.0,220.0,220,5,17.0,,
352,chr9:65000001-70000000,window,0.0,0.0,0.0,0.0,220.0,220,5,20.0,,
353,chr10:115000001-120000000,window,0.0,0.0,0.0,0.0,220.0,220,5,32.0,,
354,chr9:5000001-10000000,window,0.0,0.0,0.0,0.0,220.0,220,5,20.0,,
355,chr10:125000001-130000000,window,0.0,0.0,0.0,0.0,220.0,220,5,19.0,,
356,chr9:120000001-125000000,window,0.0,0.0,0.0,0.0,220.0,220,5,56.0,,
357,chr10:130000001-133797422,window,0.0,0.0,0.0,0.0,220.0,220,5,33.0,,
358,chr9:35000001-40000000,window,0.0,0.0,0.0,0.0,220.0,220,5,61.0,,
359,chr9:30000001-35000000,window,0.0,0.0,0.0,0.0,220.0,220,5,48.0,,
360,chr9:25000001-30000000,window,0.0,0.0,0.0,0.0,220.0,220,5,11.0,,
361,chr9:20000001-25000000,window,0.0,0.0,0.0,0.0,220.0,220,5,26.0,CDKN2A;CDKN2B,"CDKN2A, CDKN2B"
362,chr9:15000001-20000000,window,0.0,0.0,0.0,0.0,220.0,220,5,16.0,,
363,chr9:135000001-138394717,window,0.0,0.0,0.0,0.0,220.0,220,5,94.0,,
364,chr9:130000001-135000000,window,0.0,0.0,0.0,0.0,220.0,220,5,67.0,,
365,chr9:125000001-130000000,window,0.0,0.0,0.0,0.0,220.0,220,5,84.0,,
366,chr8:105000001-110000000,window,0.0,0.0,0.0,0.0,220.0,220,5,16.0,,
367,chr7:95000001-100000000,window,0.0,0.0,0.0,0.0,220.0,220,5,52.0,,
368,chr6:170000001-170805979,window,0.0,0.0,0.0,0.0,220.0,220,5,5.0,,
369,chr7:90000001-95000000,window,0.0,0.0,0.0,0.0,220.0,220,5,38.0,CDK6,CDK6
370,chr7:110000001-115000000,window,0.0,0.0,0.0,0.0,220.0,220,5,15.0,,
371,chr7:105000001-110000000,window,0.0,0.0,0.0,0.0,220.0,220,5,30.0,,
372,chr7:10000001-15000000,window,0.0,0.0,0.0,0.0,220.0,220,5,10.0,,
373,chr7:100000001-105000000,window,0.0,0.0,0.0,0.0,220.0,220,5,95.0,,
374,chr7:1-5000000,window,0.0,0.0,0.0,0.0,220.0,220,5,44.0,,
375,chr6:95000001-100000000,window,0.0,0.0,0.0,0.0,220.0,220,5,17.0,,
376,chr6:90000001-95000000,window,0.0,0.0,0.0,0.0,220.0,220,5,3.0,,
377,chr6:85000001-90000000,window,0.0,0.0,0.0,0.0,220.0,220,5,32.0,,
378,chr6:80000001-85000000,window,0.0,0.0,0.0,0.0,220.0,220,5,17.0,,
379,chr6:75000001-80000000,window,0.0,0.0,0.0,0.0,220.0,220,5,15.0,,
380,chr6:70000001-75000000,window,0.0,0.0,0.0,0.0,220.0,220,5,21.0,,
381,chr6:65000001-70000000,window,0.0,0.0,0.0,0.0,220.0,220,5,6.0,,
382,chr6:60000001-65000000,window,0.0,0.0,0.0,0.0,220.0,220,5,7.0,,
383,chr3:95000001-100000000,window,0.0,0.0,0.0,0.0,220.0,220,5,26.0,,
384,chr11:100000001-105000000,window,0.0,0.0,0.0,0.0,220.0,220,5,27.0,,
385,chr11:10000001-15000000,window,0.0,0.0,0.0,0.0,220.0,220,5,30.0,,
386,chr11:105000001-110000000,window,0.0,0.0,0.0,0.0,220.0,220,5,25.0,ATM,ATM
387,chr11:110000001-115000000,window,0.0,0.0,0.0,0.0,220.0,220,5,51.0,,
388,chr11:115000001-120000000,window,0.0,0.0,0.0,0.0,220.0,220,5,69.0,,
389,chr11:120000001-125000000,window,0.0,0.0,0.0,0.0,220.0,220,5,60.0,,
390,chr11:125000001-130000000,window,0.0,0.0,0.0,0.0,220.0,220,5,36.0,CHEK1,CHEK1
391,chr7:115000001-120000000,window,0.0,0.0,0.0,0.0,220.0,220,5,15.0,MET,MET
392,chr7:120000001-125000000,window,0.0,0.0,0.0,0.0,220.0,220,5,25.0,,
393,chr7:125000001-130000000,window,0.0,0.0,0.0,0.0,220.0,220,5,32.0,,
394,chr7:40000001-45000000,window,0.0,0.0,0.0,0.0,220.0,220,5,38.0,,
395,chr7:85000001-90000000,window,0.0,0.0,0.0,0.0,220.0,220,5,16.0,,
396,chr7:80000001-85000000,window,0.0,0.0,0.0,0.0,220.0,220,5,10.0,,
397,chr7:75000001-80000000,window,0.0,0.0,0.0,0.0,220.0,220,5,37.0,,
398,chr7:70000001-75000000,window,0.0,0.0,0.0,0.0,220.0,220,5,40.0,,
399,chr7:65000001-70000000,window,0.0,0.0,0.0,0.0,220.0,220,5,17.0,,
400,chr7:55000001-60000000,window,0.0,0.0,0.0,0.0,220.0,220,5,16.0,EGFR,EGFR
401,chr7:5000001-10000000,window,0.0,0.0,0.0,0.0,220.0,220,5,40.0,,
402,chr7:50000001-55000000,window,0.0,0.0,0.0,0.0,220.0,220,5,10.0,,
403,chr7:45000001-50000000,window,0.0,0.0,0.0,0.0,220.0,220,5,18.0,,
404,chr7:35000001-40000000,window,0.0,0.0,0.0,0.0,220.0,220,5,23.0,,
405,chr7:130000001-135000000,window,0.0,0.0,0.0,0.0,220.0,220,5,26.0,,
406,chr7:30000001-35000000,window,0.0,0.0,0.0,0.0,220.0,220,5,31.0,,
407,chr7:25000001-30000000,window,0.0,0.0,0.0,0.0,220.0,220,5,31.0,,
408,chr7:20000001-25000000,window,0.0,0.0,0.0,0.0,220.0,220,5,25.0,,
409,chr7:155000001-159345973,window,0.0,0.0,0.0,0.0,220.0,220,5,19.0,,
410,chr7:15000001-20000000,window,0.0,0.0,0.0,0.0,220.0,220,5,19.0,,
411,chr7:150000001-155000000,window,0.0,0.0,0.0,0.0,220.0,220,5,48.0,KMT2C,KMT2C
412,chr7:145000001-150000000,window,0.0,0.0,0.0,0.0,220.0,220,5,17.0,,
413,chr7:140000001-145000000,window,0.0,0.0,0.0,0.0,220.0,220,5,72.0,,
414,chr7:135000001-140000000,window,0.0,0.0,0.0,0.0,220.0,220,5,32.0,,
415,chr11:5000001-10000000,window,0.0,0.0,0.0,0.0,220.0,220,5,113.0,,
416,chr3:90000001-95000000,window,0.0,0.0,0.0,0.0,220.0,220,5,5.0,,
417,chr17:20000001-25000000,window,0.0,0.0,0.0,0.0,220.0,220,5,11.0,,
418,chr12:95000001-100000000,window,0.0,0.0,0.0,0.0,220.0,220,5,22.0,,
419,chr12:45000001-50000000,window,0.0,0.0,0.0,0.0,220.0,220,5,70.0,ARID2;KMT2D,"ARID2, KMT2D"
420,chr12:50000001-55000000,window,0.0,0.0,0.0,0.0,220.0,220,5,116.0,,
421,chr12:5000001-10000000,window,0.0,0.0,0.0,0.0,220.0,220,5,91.0,,
422,chr12:55000001-60000000,window,0.0,0.0,0.0,0.0,220.0,220,5,116.0,CDK4,CDK4
423,chr12:60000001-65000000,window,0.0,0.0,0.0,0.0,220.0,220,5,16.0,,
424,chr12:65000001-70000000,window,0.0,0.0,0.0,0.0,220.0,220,5,31.0,MDM2,MDM2
425,chr12:70000001-75000000,window,0.0,0.0,0.0,0.0,220.0,220,5,15.0,,
426,chr12:75000001-80000000,window,0.0,0.0,0.0,0.0,220.0,220,5,17.0,,
427,chr12:80000001-85000000,window,0.0,0.0,0.0,0.0,220.0,220,5,11.0,,
428,chr12:85000001-90000000,window,0.0,0.0,0.0,0.0,220.0,220,5,16.0,,
429,chr12:90000001-95000000,window,0.0,0.0,0.0,0.0,220.0,220,5,17.0,,
430,chr13:100000001-105000000,window,0.0,0.0,0.0,0.0,220.0,220,5,16.0,,
431,chr3:85000001-90000000,window,0.0,0.0,0.0,0.0,220.0,220,5,11.0,,
432,chr13:105000001-110000000,window,0.0,0.0,0.0,0.0,220.0,220,5,9.0,,
433,chr13:110000001-114364328,window,0.0,0.0,0.0,0.0,220.0,220,5,35.0,,
434,chr13:20000001-25000000,window,0.0,0.0,0.0,0.0,220.0,220,5,28.0,,
435,chr13:25000001-30000000,window,0.0,0.0,0.0,0.0,220.0,220,5,29.0,,
436,chr13:30000001-35000000,window,0.0,0.0,0.0,0.0,220.0,220,5,20.0,BRCA2,BRCA2
437,chr13:35000001-40000000,window,0.0,0.0,0.0,0.0,220.0,220,5,24.0,DCLK1,DCLK1
438,chr13:40000001-45000000,window,0.0,0.0,0.0,0.0,220.0,220,5,25.0,,
439,chr13:45000001-50000000,window,0.0,0.0,0.0,0.0,220.0,220,5,37.0,RB1,RB1
440,chr13:50000001-55000000,window,0.0,0.0,0.0,0.0,220.0,220,5,26.0,,
441,chr13:55000001-60000000,window,0.0,0.0,0.0,0.0,220.0,220,5,7.0,,
442,chr13:60000001-65000000,window,0.0,0.0,0.0,0.0,220.0,220,5,6.0,,
443,chr12:40000001-45000000,window,0.0,0.0,0.0,0.0,220.0,220,5,16.0,,
444,chr12:35000001-40000000,window,0.0,0.0,0.0,0.0,220.0,220,5,6.0,,
445,chr12:30000001-35000000,window,0.0,0.0,0.0,0.0,220.0,220,5,19.0,,
446,chr12:25000001-30000000,window,0.0,0.0,0.0,0.0,220.0,220,5,28.0,KRAS,KRAS
447,chr21:20000001-25000000,window,0.0,0.0,0.0,0.0,220.0,220,5,1.0,,
448,chr21:15000001-20000000,window,0.0,0.0,0.0,0.0,220.0,220,5,7.0,,
449,chr12:105000001-110000000,window,0.0,0.0,0.0,0.0,220.0,220,5,45.0,,
450,chr12:110000001-115000000,window,0.0,0.0,0.0,0.0,220.0,220,5,52.0,,
451,chr12:115000001-120000000,window,0.0,0.0,0.0,0.0,220.0,220,5,23.0,,
452,chr12:120000001-125000000,window,0.0,0.0,0.0,0.0,220.0,220,5,88.0,HNF1A,HNF1A
453,chr20:60000001-64444167,window,0.0,0.0,0.0,0.0,220.0,220,5,66.0,,
454,chr20:55000001-60000000,window,0.0,0.0,0.0,0.0,220.0,220,5,41.0,,
455,chr20:5000001-10000000,window,0.0,0.0,0.0,0.0,220.0,220,5,22.0,MCM8;PCNA,"MCM8, PCNA"
456,chr20:50000001-55000000,window,0.0,0.0,0.0,0.0,220.0,220,5,22.0,,
457,chr20:45000001-50000000,window,0.0,0.0,0.0,0.0,220.0,220,5,72.0,,
458,chr20:40000001-45000000,window,0.0,0.0,0.0,0.0,220.0,220,5,34.0,PTPRT,PTPRT
459,chr20:35000001-40000000,window,0.0,0.0,0.0,0.0,220.0,220,5,61.0,,
460,chr20:30000001-35000000,window,0.0,0.0,0.0,0.0,220.0,220,5,70.0,,
461,chr20:25000001-30000000,window,0.0,0.0,0.0,0.0,220.0,220,5,9.0,,
462,chr20:20000001-25000000,window,0.0,0.0,0.0,0.0,220.0,220,5,32.0,FOXA2,FOXA2
463,chr20:15000001-20000000,window,0.0,0.0,0.0,0.0,220.0,220,5,25.0,,
464,chr20:10000001-15000000,window,0.0,0.0,0.0,0.0,220.0,220,5,16.0,JAG1;TASP1,"JAG1, TASP1"
465,chr20:1-5000000,window,0.0,0.0,0.0,0.0,220.0,220,5,86.0,CDC25B;CSNK2A1,"CDC25B, CSNK2A1"
466,chr12:125000001-130000000,window,0.0,0.0,0.0,0.0,220.0,220,5,7.0,,
467,chr12:130000001-133275309,window,0.0,0.0,0.0,0.0,220.0,220,5,32.0,,
468,chr12:15000001-20000000,window,0.0,0.0,0.0,0.0,220.0,220,5,14.0,,
469,chr12:20000001-25000000,window,0.0,0.0,0.0,0.0,220.0,220,5,23.0,,
470,chr13:65000001-70000000,window,0.0,0.0,0.0,0.0,220.0,220,5,2.0,,
471,chr13:70000001-75000000,window,0.0,0.0,0.0,0.0,220.0,220,5,8.0,,
472,chr13:75000001-80000000,window,0.0,0.0,0.0,0.0,220.0,220,5,18.0,,
473,chr19:25000001-30000000,window,0.0,0.0,0.0,0.0,220.0,220,5,7.0,CCNE1,CCNE1
474,chr19:15000001-20000000,window,0.0,0.0,0.0,0.0,220.0,220,5,148.0,,
475,chr19:10000001-15000000,window,0.0,0.0,0.0,0.0,220.0,220,5,168.0,KEAP1;SMARCA4,"KEAP1, SMARCA4"
476,chr19:1-5000000,window,0.0,0.0,0.0,0.0,220.0,220,5,163.0,STK11,STK11
477,chr16:85000001-90000000,window,0.0,0.0,0.0,0.0,220.0,220,5,62.0,,
478,chr17:1-5000000,window,0.0,0.0,0.0,0.0,220.0,220,5,106.0,,
479,chr18:80000001-80373285,window,0.0,0.0,0.0,0.0,220.0,220,5,5.0,,
480,chr18:75000001-80000000,window,0.0,0.0,0.0,0.0,220.0,220,5,16.0,,
481,chr18:70000001-75000000,window,0.0,0.0,0.0,0.0,220.0,220,5,12.0,,
482,chr18:65000001-70000000,window,0.0,0.0,0.0,0.0,220.0,220,5,7.0,,
